GEOID,COUNTYNAME,pop_density,Job_to_pop_ratio,%_renter_occupied,%_units_10-19_structure,%_units_20+_structures,FAR_avg,designation,price_sf_21,price_sf_22,price_sf_23,1yrChange_num,1yrChange_per,2yrChange_num,2yrChange_per
13247060314,Rockdale,2688.37409,0.104732691,61.3,12.9,3.9,0.1317337621252584,Urban,127.04119453563487,162.15535801097298,135.5510877959151,-26.60427021505788,-16.406655038347594,8.509893260280222,6.698530576153555
13067030250,Cobb,1560.921526,0.120245178,0.5,0.0,0.0,0.12017427919033416,Rural,174.09724440320895,208.03956499707547,199.92082343626288,-8.118741560812595,-3.902498815995277,25.82357903305393,14.832847654524942
13121001101,Fulton,41985.01191,1.762114537,22.0,3.8,91.1,1.229658522919481,Urban,336.2161287108986,372.43150684931504,390.3603994789405,17.928892629625466,4.814010710667252,54.144270768041906,16.104007554794855
13135050567,Gwinnett,4358.06666,0.075017527,30.7,8.7,3.1,0.17128206707718974,Rural,148.26075819672133,184.47407531890536,189.7018970189702,5.227821700064823,2.8339058976321443,41.44113882224886,27.951522254636156
13089023327,DeKalb,7143.152681,0.071024686,44.0,10.7,3.5,0.13026444789573716,Urban,128.57142857142858,149.6969696969697,162.0810732483801,12.38410355141042,8.272781724626393,33.509644676951524,26.063056970962293
13135050228,Gwinnett,4877.324504,0.412167115,76.0,29.5,23.7,0.5009282245476833,Urban,156.6519454563038,192.74270811156055,190.01490312965723,-2.7278049819033185,-1.415257162581969,33.362957673353435,21.297506121722336
13121011628,Fulton,4345.917271,0.149702297,66.1,11.3,22.2,0.143398987308035,Urban,204.18326693227093,232.5572041528315,270.28464217596814,37.72743802313664,16.22286360062318,66.10137524369722,32.37355158276683
13067030246,Cobb,2185.149002,1.132589839,30.9,2.1,2.0,0.14865312205257764,Rural,159.90890264146077,246.5116279069767,221.81372549019608,-24.697902416780636,-10.01896041435441,61.90482284873531,38.71255560269525
13121010305,Fulton,1534.656597,0.044706793,14.1,1.4,0.0,0.07849680905013062,Rural,122.8279116864621,140.7211961301671,151.2529519411803,10.531755811013198,7.484128973201254,28.425040254718198,23.14216684500642
13089021223,DeKalb,6638.752764,0.624200426,51.8,9.2,51.4,0.28629884387226867,Urban,216.05128116195246,246.1033634126333,252.58856436092955,6.485200948296239,2.635153318657705,36.53728319897709,16.91139390725884
13067030248,Cobb,2571.307451,1.45582359,70.3,28.4,40.4,0.2224513234400054,Urban,170.51587506485012,197.81529722829362,203.7037037037037,5.888406475410079,2.976719474133701,33.187828638853574,19.46318993831611
13067030275,Cobb,6041.238883,0.291074681,43.9,10.2,27.2,0.22833610452663367,Urban,153.82955947604535,189.57636992675197,177.23880597014926,-12.337563956602708,-6.507965080969566,23.40924649410391,15.217651648901228
13121010524,Fulton,4205.317621,0.269259168,78.3,16.1,5.9,0.24570205779323112,Urban,93.10748741754549,119.31147858040808,85.9375,-33.37397858040808,-27.97214398605933,-7.169987417545485,-7.7007635115222195
13067030908,Cobb,4107.082925,0.063530553,24.2,0.0,0.0,0.15867752268613147,Rural,163.73858046380886,195.8175679024876,200.61501352103943,4.797445618551819,2.449956696909253,36.87643305723057,22.521529716926654
13067030245,Cobb,4600.200454,0.065689866,23.4,0.0,2.1,0.2030893019037779,Rural,156.97697633636471,187.34388009991673,191.2702305051496,3.9263504052328813,2.0957985940820847,34.2932541687849,21.846040718291405
13135050456,Gwinnett,7676.490697,0.067162389,83.1,26.5,41.2,1.2585768131457116,Suburban,126.8796992481203,163.10836212152003,164.8517846339988,1.7434225124787588,1.0688737780224065,37.972085385878486,29.927628778203484
13151070213,Henry,603.3896608,0.159350156,0.0,0.0,0.0,0.0875943538380346,Rural,143.41359773371104,158.05867227676487,180.46292663789723,22.40425436113236,14.174644161189665,37.04932890418618,25.83390242603007
13151070122,Henry,983.0007508,0.09827517,22.7,0.0,0.0,0.08952590813355604,Rural,127.33255451713396,152.233966338141,139.85374771480804,-12.38021862333295,-8.132362915536273,12.52119319767408,9.833457944165582
13121011802,Fulton,2840.777466,0.807878369,69.1,10.0,30.8,0.29706230498943564,Urban,117.1875,131.57894736842104,189.3939393939394,57.814992025518364,43.93939393939396,72.2064393939394,61.61616161616163
13063040527,Clayton,3872.408139,0.08863026,45.7,21.5,4.6,0.3767265206730371,Urban,100.85227272727272,126.91720683030184,134.54317897371715,7.625972143415311,6.00861958269522,33.69090624644443,33.40619436267166
13135050453,Gwinnett,1364.408313,0.866018743,69.5,17.7,7.9,0.12165098605578367,Urban,142.09796672828097,167.22595078299776,146.7752659574468,-20.45068482555095,-12.229372731801037,4.67729922916584,3.291601798996708
13135050455,Gwinnett,7685.57761,0.017357763,67.7,18.0,16.5,0.14354883113669314,Urban,129.14781297134238,164.52991452991452,180.24132730015083,15.711412770236308,9.549274255156613,51.09351432880845,39.56204379562045
13063040630,Clayton,2256.730209,0.258092738,83.4,14.2,10.5,0.13558232811863108,Urban,109.4147582697201,125.12820512820512,140.79580991458835,15.667604786383222,12.521241530101346,31.38105164486825,28.680821619612146
13089023217,DeKalb,3641.850552,0.046561097,26.7,0.0,3.6,0.13080571722039527,Rural,111.64918669826963,137.82022471910113,128.5,-9.320224719101134,-6.76259579324964,16.85081330173037,15.092643126249955
13121001502,Fulton,9236.806176,0.221908792,49.3,19.7,7.6,0.36565391271571335,Urban,342.85714285714283,400.7012546363943,446.42857142857144,45.727316792177135,11.411822714074397,103.57142857142861,30.20833333333335
13135050624,Gwinnett,1663.134206,0.022532801,29.2,0.0,0.0,0.14134013849494842,Rural,127.91779054576486,163.62572674418604,170.64958133178544,7.023854587599402,4.292634616425913,42.73179078602058,33.40566672055872
13121011645,Fulton,3643.330901,0.374256837,22.4,10.8,0.0,0.33922243805280533,Rural,184.90485895173265,227.09580940837296,231.90711261067457,4.811303202301616,2.118622626650822,47.002253658941925,25.419696337569658
13067030362,Cobb,2528.168675,0.136033857,11.5,0.0,0.0,0.14867311351173318,Rural,195.2286747137162,230.58252427184465,208.98234683281413,-21.600177439030517,-9.367655899874288,13.753672119097928,7.044903695251913
13121009410,Fulton,12052.23126,0.047048998,63.0,2.7,58.5,0.2233601471256133,Urban,270.58232931726906,262.0508326029798,336.9462770970782,74.8954444940984,28.58050239724625,66.36394777980917,24.526342110831145
13057090707,Cherokee,4955.467356,0.041222788,28.5,0.0,0.0,0.28056182049803835,Rural,155.3921568627451,192.65625,191.0299003322259,-1.6263496677740932,-0.8441717659168043,35.637743469480796,22.934068352599628
13135050560,Gwinnett,1671.518629,1.459375879,31.2,0.0,27.5,0.16528373139668065,Rural,149.97813729777,180.08381832782402,192.86266655733104,12.77884822950702,7.096055796775946,42.88452925956105,28.593853765777293
13121009202,Fulton,4922.532174,0.947798295,77.8,10.7,62.5,0.250038265807597,Urban,346.0594492829683,382.58853661002877,396.3716937976008,13.783157187572044,3.6026058986762513,50.31224451463254,14.53861312525319
13089021609,DeKalb,2576.158615,0.099539701,30.5,3.2,0.8,0.11972625912456344,Rural,264.8305084745763,288.17338424700165,314.7482014388489,26.574817191847274,9.221815283631203,49.917692964272646,18.848920863309353
13121011513,Fulton,1737.222682,0.286082474,1.1,0.0,0.0,0.10524380969691371,Rural,190.1109660574413,224.10203019260803,243.78484018064137,19.68280998803334,8.782968173521962,53.67387412320008,28.232918508752793
13067030249,Cobb,1912.96558,1.077683228,55.2,30.7,0.0,0.32456813085455266,Urban,181.1827956989247,188.67924528301887,212.84271284271284,24.16346755969397,12.806637806637806,31.659917143788135,17.4740195511709
13121001801,Fulton,16387.29455,0.248756219,80.0,4.5,81.2,0.7454418898091166,Suburban,235.8823529411765,265.7502863688431,276.3459335624284,10.595647193585307,3.987068965517229,40.46358062125191,17.154136422974624
13089021815,DeKalb,12619.53512,0.165951682,85.7,32.6,13.4,0.9995842543857295,Suburban,147.8448275862069,191.49659863945578,190.3061224489796,-1.1904761904761756,-0.621669626998216,42.46129486277272,28.720176117094088
13121007810,Fulton,1782.350567,0.07690493,70.2,15.8,12.2,0.06915749422643015,Urban,153.36463223787166,161.85699588477365,152.7006172839506,-9.156378600823047,-5.657079294454157,-0.664014953921054,-0.43296485260770773
13121011630,Fulton,4630.594241,0.077083956,28.4,3.3,17.2,0.1828062128626485,Rural,177.68451943650098,230.30670594351065,231.40832289563153,1.101616952120878,0.4783260424866141,53.72380345913055,30.235500329183036
13121009201,Fulton,6056.915677,0.426861702,67.4,13.5,52.1,0.4239555232343607,Urban,247.37631184407795,276.93244065733415,292.0334036568214,15.100962999487251,5.452941144650011,44.65709181274346,18.052291053999934
13135050451,Gwinnett,12492.85327,0.021545319,87.4,39.0,23.4,0.19806862767732303,Urban,147.32617781155017,189.70748877290936,184.0847320236506,-5.62275674925877,-2.9639086920756874,36.75855421210042,24.95045670642424
13067031514,Cobb,3029.130091,0.159583695,17.9,0.0,0.0,0.11582577281546012,Rural,163.4239527398525,184.3657817109145,192.9570670525808,8.591285341666321,4.659913169319812,29.533114312728316,18.071472276613456
13067031512,Cobb,1093.42512,0.044431946,19.4,0.0,0.0,0.07426828251330972,Rural,155.72792362768496,169.7530864197531,176.65036674816625,6.89728032841316,4.0631251389197525,20.92244312048129,13.435254662807141
13135050556,Gwinnett,10940.50101,0.049697784,51.0,8.7,13.4,0.20748718160710944,Urban,154.17397917397915,170.57026476578412,177.59562841530055,7.025363649516436,4.118750509746352,23.421649241321404,15.191700549475351
13135050732,Gwinnett,1813.695604,0.026399155,22.4,0.0,0.0,0.12421513585584704,Rural,130.18867924528303,156.398958855996,158.89118775763467,2.4922289016386685,1.593507348046596,28.702508512351642,22.046854364559955
13089022206,DeKalb,3598.305021,0.58098472,76.5,13.5,45.3,0.09536815231132298,Urban,237.5960866526904,250.89928057553956,231.4370412196499,-19.462239355889665,-7.756992890232726,-6.15904543304049,-2.592233533729689
13063040422,Clayton,5161.687569,0.133512244,99.9,27.5,8.9,,Urban,89869.56521739131,117738.86775565003,,,,,
13121011639,Fulton,2672.228077,2.748067303,78.0,20.4,20.3,0.48981894621745403,Urban,265.55069124423966,300.843253968254,388.3248730964467,87.48161912819273,29.078803654152768,122.77418185220705,46.233802396426746
13135050445,Gwinnett,8535.149369,0.183452123,83.8,27.9,14.1,0.12983872615810574,Urban,147.51552795031057,180.5985552115583,180.942858506954,0.34430329539569016,0.1906456532790993,33.427330556643426,22.66021145102986
13121008909,Fulton,5445.237233,0.56146789,10.7,4.0,8.5,0.602486357972102,Rural,267.92452830188677,304.3725666367176,279.2173553626685,-25.155211274049066,-8.264611870909164,11.292827060781747,4.2149284100100886
13067031122,Cobb,2682.048019,0.217731959,27.2,0.0,0.0,0.25831273094246254,Rural,202.05227743271223,229.59149673463946,225.9475218658892,-3.643974868750263,-1.5871558487908408,23.89524443317697,11.826268298873593
13067031120,Cobb,2300.020914,0.282364202,22.5,0.0,0.8,0.1392480535010369,Rural,175.23747133966592,203.2520325203252,211.36063408190225,8.108601561577046,3.9894319682959067,36.12316274223633,20.613834738700472
13135050632,Gwinnett,2488.623935,0.049647391,5.1,0.0,0.0,0.14308212222406905,Rural,138.38945444210472,173.95008278259593,179.8713618355569,5.921279052960983,3.404010482916206,41.48190739345219,29.97476040402064
13067030247,Cobb,3060.809523,3.411475913,81.8,39.9,15.5,0.19881253424215903,Urban,184.96801705756928,205.5185537583254,231.9496782297474,26.43112447142201,12.860699916418767,46.98166117217812,25.39988367694702
13135050462,Gwinnett,2628.488878,0.15529876,6.3,0.0,0.0,0.14726266471040336,Rural,136.2021318594552,162.36533528765116,169.75634670153664,7.391011413885479,4.552087057740095,33.55421484208145,24.635601795649944
13067031121,Cobb,6254.458493,0.101401484,66.2,20.9,20.8,0.21072939837241023,Urban,180.0,208.50202429149795,232.090284592738,23.58826030124004,11.313204455157846,52.09028459273799,28.93904699596555
13089023441,DeKalb,1417.790888,0.127478754,16.4,0.0,0.0,0.09225065466261366,Rural,112.98461419127139,131.6793893129771,121.81869983271602,-9.860689480261073,-7.488407663270729,8.83408564144463,7.818839498349242
13121010006,Fulton,15627.09446,4.054720237,75.8,1.1,97.3,1.2299739412639288,Suburban,286.0082304526749,300.23986972857193,328.6867204695525,28.44685074098055,9.474707928263348,42.67849001687756,14.922119531080929
13121008801,Fulton,1593.439726,0.309680968,27.2,9.6,9.2,0.20097656870564173,Rural,214.8298628745556,228.035538005923,244.78079331941544,16.745255313492436,7.343265641804258,29.950930444859836,13.941697883198351
13121009607,Fulton,16784.93712,0.873621713,66.5,4.2,84.1,0.795408027631068,Suburban,258.94736842105266,275.5094157411878,286.2175253192426,10.708109578054803,3.8866583014040974,27.270156898189953,10.531158151740021
13121011634,Fulton,4407.662296,0.177710843,49.0,4.6,16.2,0.1652534426970998,Urban,210.01933349452673,230.26315789473685,235.22458628841608,4.961428393679228,2.1546774738264074,25.205252793889343,12.00139643074632
13121011307,Fulton,6533.95204,0.038187078,88.6,48.2,14.1,0.5432484938081513,Suburban,110.27962716378164,135.98617601246104,166.59816605007575,30.611990037614703,22.511104389617945,56.31853888629411,51.0688513687598
13067031221,Cobb,1596.616728,3.649841158,36.7,3.6,8.4,0.41536889228697804,Urban,179.4110863095238,199.30374238468232,215.14702638755216,15.843284002869837,7.949315859955215,35.735940078028364,19.918468146598233
13067030369,Cobb,2875.251605,0.265598168,0.0,0.0,0.0,0.201313116971011,Rural,219.00513598101043,263.00164925783395,276.402067262947,13.400418005113067,5.095184019920709,57.39693128193659,26.208029791097402
13121010124,Fulton,9474.025582,0.170512821,70.1,19.1,19.3,0.5398852285390898,Suburban,177.78125,209.2511013215859,225.0,15.748898678414093,7.526315789473682,47.21875,26.560028124450696
13121011435,Fulton,3228.229468,0.218358476,38.5,7.9,6.4,0.1669660932801416,Rural,194.44444444444449,232.09858518964478,232.6839826839827,0.5853974943379114,0.25221932906639244,38.239538239538206,19.666048237476787
13089022405,DeKalb,4588.243804,0.34745098,76.9,28.7,18.6,0.7262937191101875,Suburban,236.2883753018282,247.7209671026556,283.18900884690356,35.468041744247955,14.317739091318012,46.90063354507535,19.848895860901234
13135050579,Gwinnett,1977.462537,0.052718676,25.8,6.8,0.0,0.11034193673545875,Rural,142.73948370577807,175.70664629488158,172.45847891638348,-3.2481673784980956,-1.8486309123713074,29.718995210605414,20.82044465837058
13121006500,Fulton,2692.851896,0.216959064,36.7,0.0,0.0,0.14856116067255892,Rural,202.2058823529412,243.61313868613135,218.15940838126542,-25.45373030486593,-10.448422627016129,15.953526028324234,7.889743781280348
13089021410,DeKalb,5146.903997,0.828582007,58.1,10.3,21.1,0.1169072414722419,Urban,223.21428571428572,257.7341137123746,255.9396978831029,-1.7944158292717134,-0.6962275204570865,32.72541216881717,14.660984651630093
13121002900,Fulton,8513.977596,0.463404255,53.0,3.1,53.4,0.7820725978102172,Suburban,368.42105263157896,413.265306122449,406.0324825986079,-7.232823523841091,-1.7501647045343875,37.611429967028926,10.208816705336423
13121003600,Fulton,7450.070391,0.498676081,53.1,28.6,62.1,0.7537603325611043,Suburban,225.84541062801932,271.9298245614035,269.29760092393303,-2.6322236374704744,-0.9679790150697873,43.45219029591371,19.23979335027623
13121006300,Fulton,3418.768021,0.274285714,64.4,0.0,10.8,0.24676358136852578,Urban,183.4795321637427,187.66152534916966,178.57142857142858,-9.090096777741081,-4.8438787656807785,-4.90810359231412,-2.67501422879909
13135050321,Gwinnett,2723.284384,0.320199778,3.7,0.0,3.0,0.15214290123930096,Rural,159.15269596737653,176.5734265734266,215.02293577981652,38.44950920638993,21.775365609955486,55.87023981243999,35.10480263802279
13121008903,Fulton,6455.18093,0.284419658,59.8,3.1,38.2,1.1915896386989706,Suburban,246.3235294117647,285.4779411764706,280.5429864253394,-4.934954751131215,-1.7286641240279337,34.2194570135747,13.892078071182565
13089021411,DeKalb,6406.312113,0.226479146,52.2,10.1,32.7,0.1999922576627825,Urban,327.07152549569844,410.3291650389736,412.41261291166234,2.083447872688737,0.5077503746268799,85.3410874159639,26.092484598475473
13117130607,Forsyth,2921.537016,0.164422966,5.6,0.0,4.8,0.2552997279619344,Rural,175.78032398261556,221.6193025809995,231.41657581196864,9.797273230969154,4.420767106867126,55.636251829353085,31.651012222992282
