GEOID,label,Commercial Office,Commercial Office - 2+ Floors,Commercial Office - Mixed Use,Commercial Retail,Commercial Retail - Department Store,Commercial Retail - Food & Drink,Commercial Retail - Mall,"Commercial Retail - Shopping Plaza, Mini-Mall",Commercial Retail - Truck Stop,Multi-Family Residential,Multi-Family Residential - 2 to 4 units,Multi-Family Residential - 5+ units,Multi-Family Residential - High-Rise,Residential  ,Residential - Condo,Residential - Townhouse,distance_from_core
13121003800,Urban,0.0128205128205128,0.0,0.0192307692307692,0.0961538461538461,0.0,0.0256410256410256,0.0,0.0,0.0,0.0256410256410256,0.1282051282051282,0.0,0.0,0.6474358974358975,0.0,0.0,2581.3208030955498
13121003900,Urban,0.0099502487562189,0.0,0.0,0.0248756218905472,0.0,0.0066334991708126,0.0,0.0,0.0,0.0082918739635157,0.1028192371475953,0.0066334991708126,0.0,0.8308457711442786,0.0,0.0,3487.5635738731485
13121004000,Urban,0.0,0.0,0.0019083969465648,0.015267175572519,0.0,0.0,0.0,0.0,0.0,0.0,0.0286259541984732,0.0057251908396946,0.0,0.9370229007633588,0.0,0.0009541984732824,4745.150123549795
13121004100,Urban,0.0184275184275184,0.0,0.0049140049140049,0.0221130221130221,0.0,0.011056511056511,0.0,0.0049140049140049,0.0,0.0024570024570024,0.1031941031941031,0.0749385749385749,0.0,0.7211302211302212,0.0221130221130221,0.0,4406.392217202165
13121004200,Urban,0.0366056572379367,0.0,0.0033277870216306,0.1464226289517471,0.0,0.0199667221297836,0.0,0.0049916805324459,0.0,0.0332778702163061,0.0449251247920133,0.0232945091514143,0.0049916805324459,0.3494176372712146,0.1830282861896838,0.0981697171381031,3758.7936208247834
13121004300,Urban,0.020242914979757,0.0,0.0283400809716599,0.2388663967611336,0.0,0.0404858299595141,0.0,0.0,0.0,0.0242914979757085,0.0080971659919028,0.0080971659919028,0.0,0.0121457489878542,0.4574898785425101,0.1012145748987854,2667.809788057056
13121004400,Urban,0.0099009900990099,0.0,0.0,0.1023102310231023,0.0,0.0,0.0,0.0,0.0,0.0528052805280528,0.0132013201320132,0.0594059405940594,0.0,0.504950495049505,0.132013201320132,0.0495049504950495,2573.1409095382596
13121004800,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6818181818181818,0.0454545454545454,0.0,0.0,0.1363636363636363,0.0,0.0,1754.525816981796
13121004900,Urban,0.0068292682926829,0.0,0.0,0.0136585365853658,0.0,0.0107317073170731,0.0,0.0,0.0,0.0,0.0312195121951219,0.0097560975609756,0.0029268292682926,0.7307317073170732,0.0214634146341463,0.1502439024390243,2225.025267989406
13121005000,Urban,0.0057937427578215,0.0,0.0046349942062572,0.033603707995365,0.0,0.0127462340672074,0.0,0.0023174971031286,0.0,0.0046349942062572,0.0869061413673232,0.0278099652375434,0.0115874855156431,0.59675550405562,0.1726535341830822,0.0057937427578215,2816.5852463883816
13121005200,Urban,0.0122358175750834,0.0,0.0050055617352614,0.0177975528364849,0.0,0.0066740823136818,0.0,0.0022246941045606,0.0,0.0022246941045606,0.0244716351501668,0.0033370411568409,0.0022246941045606,0.7369299221357063,0.0044493882091212,0.1685205784204672,4031.4055947429097
13121005300,Urban,0.0070126227208976,0.0,0.0021037868162692,0.0077138849929873,0.0,0.0,0.0,0.0,0.0,0.0,0.0539971949509116,0.0042075736325385,0.0,0.7847124824684432,0.1100981767180925,0.0238429172510518,3423.6198601371775
13121005501,Urban,0.0023282887077997,0.0,0.0,0.0209545983701979,0.0,0.0023282887077997,0.0,0.0,0.0,0.0034924330616996,0.0675203725261932,0.0256111757857974,0.0069848661233993,0.8474970896391153,0.0034924330616996,0.019790454016298,3365.3262189080488
13121005503,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,5410.746566541646
