GEOID,Agricultural,Commercial Office,Commercial Office - 2+ Floors,Commercial Office - Mixed Use,Commercial Retail,Commercial Retail - Condomium,Commercial Retail - Department Store,Commercial Retail - Food & Drink,Commercial Retail - Gas and Service Station,"Commercial Retail - Hotel, Motel, Resort","Commercial Retail - Liquor, Convenience Store",Commercial Retail - Mall,"Commercial Retail - Park Lot, Garage","Commercial Retail - Shopping Plaza, Mini-Mall",Commercial Retail - Truck Stop,"Commercial Retail - Vet, Animal Hospital",Industrial ,"Industrial - Storage Yard, Open Storage",Industrial - Warehouse,Industrial-Heavy,"Industrial-Heavy - Distillery,Brewery, Bottling",Industrial-Heavy - Distribution Warehouse,Multi-Family Residential,Multi-Family Residential - 2 to 4 units,Multi-Family Residential - 5+ units,Multi-Family Residential - High-Rise,Multi-Family Residential - Mobile Home Park,Residential  ,Residential - Condo,Residential - Mobile Home Park,Residential - Parking Garage,Residential - Townhouse
13057090100,0.0,0.005495878091431427,0.0,0.0,0.010242318261304022,0.0,0.0,0.0014988758431176618,0.0002498126405196103,0.0,0.0012490632025980515,0.0,0.0,0.0002498126405196103,0.0,0.0,0.012490632025980514,0.0,0.003247564326754934,0.0004996252810392206,0.0,0.0,0.0004996252810392206,0.0002498126405196103,0.0,0.0,0.0,0.8601049213090183,0.005995503372470647,0.09792655508368724,0.0,0.0
13057090200,0.0,0.002048580626280363,0.0,0.0,0.003219198127011999,0.0,0.000292654375182909,0.000585308750365818,0.0,0.0,0.000877963125548727,0.0,0.0,0.000292654375182909,0.0,0.0,0.0,0.0,0.001755926251097454,0.000292654375182909,0.0,0.0,0.000877963125548727,0.000877963125548727,0.0,0.0,0.0,0.8718173836698858,0.018437225636523266,0.09862452443664033,0.0,0.0
13057090300,0.0,0.003081980686254366,0.0,0.0,0.002465584549003493,0.0,0.0,0.0002054653790836244,0.0,0.0,0.0006163961372508733,0.0,0.0,0.0,0.0,0.0,0.0004109307581672488,0.0,0.0002054653790836244,0.0004109307581672488,0.0,0.0,0.003492911444421615,0.0,0.0,0.0002054653790836244,0.0,0.9276761865625642,0.0,0.035340045202383395,0.0,0.025888637764536676
13057090400,0.0,0.04154302670623145,0.0,0.0,0.01817507418397626,0.0,0.0,0.010385756676557863,0.000741839762611276,0.0025964391691394658,0.002967359050445104,0.000741839762611276,0.0,0.004821958456973294,0.0,0.0,0.015949554896142432,0.0,0.0033382789317507417,0.0,0.0,0.0,0.014465875370919881,0.00370919881305638,0.00370919881305638,0.000370919881305638,0.0,0.75,0.03115727002967359,0.03820474777448071,0.0,0.05712166172106825
13057090501,0.0,0.009201171058134672,0.0,0.0,0.005018820577164366,0.0,0.0004182350480970305,0.0004182350480970305,0.0,0.0,0.002509410288582183,0.0,0.0,0.0004182350480970305,0.0,0.0,0.000836470096194061,0.0,0.004182350480970306,0.000836470096194061,0.0,0.0,0.000836470096194061,0.0,0.0,0.0,0.0,0.9067335842743622,0.0,0.06859054788791301,0.0,0.0
13057090502,0.0,0.0031323414252153485,0.0,0.0,0.006068911511354738,0.0,0.0,0.0009788566953797965,0.0,0.0,0.00039154267815191856,0.0,0.0,0.0005873140172278779,0.0,0.0,0.0015661707126076742,0.0,0.0005873140172278779,0.0005873140172278779,0.0,0.0,0.0,0.0009788566953797965,0.0,0.0,0.0,0.9549725920125294,0.0,0.030148786217697728,0.0,0.0
13057090601,0.0,0.020371208691715707,0.0,0.0,0.023540063377093707,0.0,0.0004526935264825713,0.0036215482118605704,0.0004526935264825713,0.0,0.004526935264825713,0.0,0.0,0.0036215482118605704,0.0,0.0,0.005885015844273427,0.0,0.005432322317790856,0.0,0.0,0.0,0.02082390221819828,0.001358080579447714,0.0004526935264825713,0.0,0.0,0.813037573562698,0.0,0.04934359438660027,0.0,0.047080126754187414
13057090602,0.0,0.026054165238258483,0.0,0.0,0.012684264655467946,0.0,0.0010284538909838875,0.0037709976002742542,0.00034281796366129587,0.0,0.0017140898183064792,0.0006856359273225917,0.0,0.0023997257456290708,0.0,0.0,0.010284538909838875,0.0,0.0010284538909838875,0.0,0.0,0.0,0.005827905382242029,0.0010284538909838875,0.00034281796366129587,0.0,0.0,0.8854988001371272,0.0,0.04045251971203291,0.0,0.006856359273225917
13057090701,0.0,0.00692317933697244,0.0,0.0,0.0033284516043136734,0.0,0.00013313806417254693,0.0007988283850352816,0.0,0.00013313806417254693,0.0009319664492078285,0.0,0.0,0.0013313806417254693,0.0,0.0,0.0027958993476234857,0.0,0.0006656903208627346,0.00013313806417254693,0.0,0.0,0.00026627612834509385,0.0006656903208627346,0.0,0.0,0.0,0.8929569964052723,0.014512048994807616,0.01610970576487818,0.0,0.05831447210757556
13057090702,0.0,0.01568770521707406,0.0,0.0,0.011674571324334184,0.0,0.0,0.00036483035388544326,0.0,0.0,0.0010944910616563297,0.0,0.0,0.0021889821233126595,0.0,0.0,0.03611820503465888,0.0,0.004013133892739876,0.0,0.0,0.0,0.011674571324334184,0.00036483035388544326,0.0,0.0,0.0,0.8496898941991974,0.0,0.056183874498358266,0.0,0.010944910616563297
13057090802,0.0,0.00804976216611782,0.0,0.0,0.007317965605561654,0.0,0.0,0.0010976948408342481,0.0,0.0,0.0010976948408342481,0.0,0.0,0.0014635931211123307,0.0,0.0,0.0,0.0,0.0010976948408342481,0.0010976948408342481,0.0,0.0,0.0007317965605561653,0.0007317965605561653,0.0,0.0,0.0,0.955360409806074,0.00036589828027808267,0.021587998536406878,0.0,0.0
13057090803,0.0,0.006840947959931591,0.0,0.0,0.003909113119960909,0.0,0.0002443195699975568,0.001221597849987784,0.0,0.0,0.0,0.0,0.0,0.0014659174199853407,0.0,0.0,0.0004886391399951136,0.0,0.0002443195699975568,0.0,0.0,0.0,0.0,0.001221597849987784,0.0,0.0,0.0,0.95699975568043,0.0,0.010261421939897385,0.0,0.017102369899828978
